WeightNotToExceed,302,303,304,305,306,307,308,res
1,4.6,5.1,5.4,5.8,6.9,7.5,7.7,1.15
2,4.8,5.3,5.8,6.6,8,8.5,8.8,1.15
3,5.2,5.7,6.4,7.3,9.1,9.6,10.3,1.15
4,5.6,6.3,7.1,8.2,10.3,10.8,11.5,1.15
5,5.9,6.8,7.8,9.1,11.4,12,12.7,1.15
6,6.3,7.5,8.4,9.8,12.3,13.1,14,1.15
7,6.7,8.1,9.1,10.5,13.2,14.3,15.3,1.15
8,7.2,8.6,9.8,11.3,14.2,15.4,16.6,1.15
9,7.6,9.1,10.5,12.1,15.3,16.5,17.9,1.15
10,8,9.7,11.1,12.8,16.3,17.7,19.2,1.15
11,8.4,10.3,11.7,13.5,17.3,18.9,20.5,1.15
12,8.9,10.8,12.4,14.3,18.4,20.1,21.7,1.15
13,9.3,11.3,13,15.1,19.5,21.3,23,1.15
14,9.7,11.8,13.7,15.9,20.5,22.5,24.3,1.15
15,10.1,12.3,14.4,16.7,21.5,23.7,25.6,1.15
16,10.4,12.8,14.9,17.3,22.3,24.7,26.8,1.15
17,10.8,13.2,15.6,18,23.1,25.6,27.8,1.15
18,11.2,13.7,16.2,18.8,24,26.6,28.9,1.15
19,11.6,14.2,16.8,19.6,25,27.7,30,1.15
20,12,14.7,17.5,20.3,26,28.8,31.1,1.15
21,12.4,15.2,18.2,21.1,27,29.8,32.2,1.15
22,12.8,15.7,18.9,21.9,28,30.8,33.3,1.15
23,13.2,16.2,19.5,22.7,29,31.8,34.5,1.15
24,13.6,16.8,20.1,23.4,30,32.9,35.7,1.15
25,14.1,17.4,20.7,24.2,31,34,36.9,1.15
26,14.6,18,21.4,25,32,35.2,38.1,1.15
27,15,18.5,22.1,25.8,33,36.4,39.3,1.15
28,15.5,19,22.8,26.6,34.1,37.6,40.6,1.15
29,15.9,19.5,23.5,27.3,35.2,38.7,41.9,1.15
30,16.3,20,24.1,28,36.3,39.8,43.2,1.15
31,16.7,20.6,24.8,28.8,37.3,40.9,44.5,1.15
32,17.1,21.1,25.5,29.6,38.3,42,45.7,1.15
33,17.5,21.6,26.2,30.4,39.3,43.1,46.9,1.15
34,17.9,22.2,26.9,31.2,40.3,44.1,48.1,1.15
35,18.3,22.7,27.5,31.9,41.3,45.1,49.2,1.15
36,18.7,23.2,28.1,32.7,42.3,46.1,50.3,1.15
37,19.1,23.8,28.7,33.4,43.2,47.1,51.4,1.15
38,19.5,24.3,29.3,34.1,44.1,48.1,52.4,1.15
39,20,24.8,29.9,34.9,45,49.1,53.5,1.15
40,20.4,25.3,30.5,35.7,45.9,50.1,54.6,1.15
41,20.8,25.8,31.1,36.5,46.9,51.2,55.8,1.15
42,21.2,26.4,31.8,37.3,47.9,52.3,57.1,1.15
43,21.6,27,32.5,38.1,48.9,53.4,58.4,1.15
44,22,27.5,33.2,38.8,49.9,54.5,59.7,1.15
45,22.4,28,33.9,39.6,50.9,55.6,61,1.15
46,22.8,28.5,34.5,40.4,51.9,56.7,62.3,1.15
47,23.2,29,35.1,41.2,52.9,57.8,63.5,1.15
48,23.6,29.6,35.7,42,53.9,58.9,64.7,1.15
49,24,30.1,36.3,42.8,54.9,60,65.9,1.15
50,24.4,30.6,36.9,43.5,55.9,61.1,67.1,1.15
51,24.8,31.1,37.6,44.2,56.9,62.3,68.3,1.15
52,25.2,31.7,38.3,45,57.9,63.5,69.5,1.15
53,25.7,32.3,39,45.8,58.9,64.7,70.8,1.15
54,26.2,32.8,39.7,46.6,59.9,65.9,72.1,1.15
55,26.6,33.3,40.3,47.4,60.9,67,73.4,1.15
56,27,33.8,40.9,48.2,62,68.1,74.7,1.15
57,27.4,34.3,41.5,48.9,63.1,69.2,76,1.15
58,27.8,34.8,42.1,49.6,64.2,70.3,77.3,1.15
59,28.2,35.3,42.7,50.3,65.3,71.4,78.6,1.15
60,28.6,35.9,43.3,51.1,66.4,72.5,79.9,1.15
61,29,36.5,44,51.9,67.5,73.6,81.2,1.15
62,29.4,37.1,44.7,52.7,68.6,74.7,82.5,1.15
63,29.8,37.6,45.4,53.5,69.6,75.8,83.8,1.15
64,30.2,38.1,46.1,54.3,70.6,76.9,85.1,1.15
65,30.6,38.6,46.8,55,71.6,78,86.4,1.15
66,31.1,39.1,47.4,55.7,72.6,79.2,87.7,1.15
67,31.6,39.6,48,56.5,73.6,80.4,89,1.15
68,32,40.1,48.6,57.3,74.6,81.6,90.3,1.15
69,32.4,40.6,49.2,58.1,75.6,82.8,91.6,1.15
70,32.8,41.2,49.8,58.9,76.6,84,92.9,1.15
71,33.2,42,50.6,59.8,77.8,85.4,94.3,1.15
72,33.6,42.7,51.5,60.7,79.1,86.9,95.7,1.15
73,34,43.4,52.4,61.6,80.4,88.5,97.2,1.15
74,34.4,44,53.3,62.5,81.7,90.1,98.7,1.15
75,34.8,44.6,54.1,63.4,83,91.6,100.2,1.15
76,35.2,45.1,54.8,64.3,84.3,93,101.7,1.15
77,35.6,45.7,55.5,65.2,85.6,94.3,103.1,1.15
78,36.1,46.3,56.2,66.1,86.7,95.5,104.5,1.15
79,36.6,46.8,56.9,67,87.7,96.6,105.8,1.15
80,37,47.3,57.5,67.8,88.7,97.7,107,1.15
81,37.4,47.8,58.1,68.6,89.7,98.8,108.2,1.15
82,37.8,48.4,58.7,69.4,90.7,99.9,109.4,1.15
83,38.2,49,59.4,70.2,91.7,101,110.6,1.15
84,38.6,49.5,60.1,71,92.7,102.2,111.8,1.15
85,39,50,60.8,71.8,93.7,103.4,113.1,1.15
86,39.4,50.5,61.5,72.7,94.7,104.6,114.4,1.15
87,39.8,51,62.2,73.6,95.7,105.8,115.7,1.15
88,40.2,51.6,62.9,74.5,96.7,107,117,1.15
89,40.6,52.2,63.6,75.4,97.7,108.2,118.3,1.15
90,41,52.7,64.3,76.2,98.7,109.4,119.6,1.15
91,41.4,53.2,64.9,77,99.8,110.6,120.9,1.15
92,41.8,53.7,65.5,77.8,100.9,111.7,122.2,1.15
93,42.2,54.3,66.1,78.6,102,112.8,123.5,1.15
94,42.7,54.9,66.7,79.4,103.1,113.9,124.8,1.15
95,43.1,55.4,67.4,80.2,104.2,115,126.1,1.15
96,43.5,55.9,68.1,81,105.3,116.1,127.4,1.15
97,43.9,56.4,68.8,81.8,106.4,117.2,128.7,1.15
98,44.3,56.9,69.5,82.6,107.5,118.3,130,1.15
99,44.7,57.5,70.2,83.4,108.6,119.4,131.3,1.15
100,45.2,58.1,70.9,84.2,109.7,120.5,132.6,1.15
101,45.6,58.6,71.6,85,110.7,121.6,133.9,1.15
102,46,59.1,72.3,85.8,111.7,122.7,135.2,1.15
103,46.5,59.6,72.9,86.6,112.7,123.9,136.5,1.15
104,46.9,60.1,73.5,87.4,113.7,125.1,137.8,1.15
105,47.3,60.6,74.1,88.2,114.7,126.3,139.1,1.15
106,47.7,61.2,74.7,88.9,115.7,127.5,140.4,1.15
107,48.2,61.8,75.4,89.6,116.7,128.7,141.7,1.15
108,48.6,62.4,76.1,90.3,117.7,129.9,143,1.15
109,49,63,76.8,91,118.8,131,144.3,1.15
110,49.4,63.6,77.5,91.7,119.9,132.1,145.6,1.15
111,49.8,64.1,78.2,92.5,121,133.2,146.9,1.15
112,50.2,64.6,78.8,93.3,122.1,134.3,148.2,1.15
113,50.6,65.1,79.4,94.1,123.2,135.4,149.5,1.15
114,51,65.6,80,94.9,124.3,136.5,150.8,1.15
115,51.4,66.1,80.6,95.7,125.4,137.6,152.1,1.15
116,51.8,66.6,81.3,96.5,126.5,138.7,153.3,1.15
117,52.2,67.2,82,97.3,127.6,139.8,154.5,1.15
118,52.6,67.8,82.7,98.1,128.6,140.9,155.7,1.15
119,53,68.4,83.4,98.9,129.6,142,156.9,1.15
120,53.4,69,84.1,99.7,130.6,143.1,158.1,1.15
121,53.9,69.6,84.8,100.5,131.6,144.2,159.3,1.15
122,54.3,70.1,85.5,101.3,132.6,145.3,160.6,1.15
123,54.7,70.6,86.1,102.1,133.6,146.4,161.9,1.15
124,55.1,71.1,86.7,102.9,134.6,147.5,163.2,1.15
125,55.5,71.6,87.3,103.7,135.7,148.6,164.5,1.15
126,55.9,72.1,87.9,104.5,136.8,149.8,165.8,1.15
127,56.3,72.6,88.5,105.3,137.9,151,167.1,1.15
128,56.8,73.1,89.1,106.1,139,152.2,168.4,1.15
129,57.2,73.6,89.7,106.9,140.1,153.4,169.7,1.15
130,57.6,74.1,90.4,107.7,141.2,154.6,171,1.15
131,58,74.7,91.1,108.5,142.2,155.8,172.3,1.15
132,58.4,75.3,91.8,109.3,143.2,157,173.6,1.15
133,58.8,75.9,92.5,110.1,144.2,158.2,174.9,1.15
134,59.3,76.5,93.2,110.9,145.2,159.4,176.2,1.15
135,59.8,77.1,93.9,111.7,146.2,160.6,177.5,1.15
136,60.2,77.7,94.6,112.5,147.2,161.8,178.8,1.15
137,60.6,78.3,95.3,113.3,148.2,163,180.1,1.15
138,61,78.9,96,114.1,149.2,164.2,181.4,1.15
139,61.4,79.5,96.7,114.9,150.2,165.4,182.7,1.15
140,61.8,80.1,97.4,115.7,151.2,166.6,184,1.15
141,62.3,80.6,98.1,116.5,152.2,167.8,185.3,1.15
142,62.7,81.1,98.8,117.3,153.2,169,186.6,1.15
143,63.1,81.6,99.4,118.1,154.2,170.2,187.9,1.15
144,63.5,82.1,100,118.9,155.2,171.4,189.2,1.15
145,63.9,82.6,100.6,119.7,156.2,172.6,190.5,1.15
146,64.3,83.1,101.2,120.5,157.2,173.8,191.8,1.15
147,64.7,83.6,101.8,121.3,158.2,175,193.1,1.15
148,65.2,84.1,102.4,122.1,159.2,176.2,194.4,1.15
149,65.7,84.6,103,122.9,160.2,177.4,195.7,1.15
150,66.2,85.1,103.6,123.7,161.2,178.6,197,1.15
